ASD Acronym,Designation,Title of Standard,Abstract,Link,,,
IEC,IEC 60335-2-61:2024 CMV,Household and similar electrical appliances - Safety - Part 2-61: Particular requirements for thermal storage room heaters,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-61:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-61:2024 CMV
IEC,IEC 60335-2-64:2021 CMV,Household and similar electrical appliances - Safety - Part 2-64: Particular requirements for commercial electric kitchen machines,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-64:2021 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-64:2021 CMV
IEC,IEC 60335-2-65:2023 CMV,Household and similar electrical appliances - Safety - Part 2-65: Particular requirements for air-cleaning appliances,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-65:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-65:2023 CMV
IEC,IEC 60335-2-73:2024 CMV,Household and similar electrical appliances - Safety - Part 2-73: Particular requirements for fixed immersion heaters,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-73:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-73:2024 CMV
IEC,IEC 60335-2-75:2024 CMV,Household and similar electrical appliances - Safety - Part 2-75: Particular requirements for commercial dispensing appliances and vending machines,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-75:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-75:2024 CMV
IEC,IEC 60335-2-80:2024 CMV,Household and similar electrical appliances - Safety - Part 2-80: Particular requirements for fans,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-80:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-80:2024 CMV
IEC,IEC 60335-2-81:2024 CMV,Household and similar electrical appliances - Safety - Part 2-81: Particular requirements for foot warmers and heating mats,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-81:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-81:2024 CMV
IEC,IEC 60335-2-82:2024 CMV,Household and similar electrical appliances - Safety - Part 2-82: Particular requirements for amusement machines and personal service machines,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-82:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-82:2024 CMV
IEC,IEC 60335-2-85:2022 CMV,Household and similar electrical appliances - Safety - Part 2-85: Particular requirements for fabric steamers,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-85:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-85:2022 CMV
IEC,IEC 60335-2-95:2023 CMV,Household and similar electrical appliances - Safety - Part 2-95: Particular requirements for drives for vertically moving garage doors for residential use,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-95:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-95:2023 CMV
IEC,IEC 60335-2-96:2024 CMV,Household and similar electrical appliances - Safety - Part 2-96: Particular requirements for flexible sheet heating elements for room heating,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-96:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-96:2024 CMV
IEC,IEC 60335-2-97:2023 CMV,"Household and similar electrical appliances - Safety - Part 2-97: Particular requirements for drives for shutters, awnings, blinds and similar equipment",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-97:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-97:2023 CMV
IEC,IEC 60335-2-101:2024 CMV,Household and similar electrical appliances - Safety - Part 2-101: Particular requirements for vaporizers,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-101:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-101:2024 CMV
IEC,IEC 60335-2-103:2023 CMV,"Household and similar electrical appliances - Safety - Part 2-103: Particular requirements for drives for gates, doors and windows",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-103:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-103:2023 CMV
IEC,IEC 60335-2-113:2025 CMV,Household and similar electrical appliances - Safety - Part 2-113: Particular requirements for beauty care appliances incorporating lasers and intense light sources,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-113:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-113:2025 CMV
IEC,IEC 60335-2-116:2025 CMV,Household and similar electrical appliances - Safety - Part 2-116: Particular requirements for furniture with electrically motorized parts,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-116:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60335-2-116:2025 CMV
IEC,IEC 60364-8-82:2022,Low-voltage electrical installations - Part 8-82: Functional aspects - Prosumer's low-voltage electrical installations,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60364-8-82:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60364-8-82:2022
IEC,IEC 60384-2:2021,Fixed capacitors for use in electronic equipment - Part 2: Sectional specification - Fixed metallized polyethylene terephthalate film dielectric DC capacitors,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-2:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-2:2021
IEC,IEC 60384-11:2019,Fixed capacitors for use in electronic equipment - Part 11: Sectional specification - Fixed polyethylene-terephthalate film dielectric metal foil DC capacitors,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-11:2019,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-11:2019
IEC,IEC 60384-13:2020,Fixed capacitors for use in electronic equipment - Part 13: Sectional specification - Fixed polypropylene film dielectric metal foil d.c. capacitors,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-13:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-13:2020
IEC,IEC 60384-14:2023 CMV,Fixed capacitors for use in electronic equipment - Part 14: Sectional specification - Fixed capacitors for electromagnetic interference suppression and connection to the supply mains,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-14:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-14:2023 CMV
IEC,IEC 60384-19:2022,Fixed capacitors for use in electronic equipment - Part 19: Sectional specification: Fixed metallized polyethylene terephthalate film dielectric surface mount DC capacitors,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-19:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-19:2022
IEC,IEC 60384-20:2023 RLV,Fixed capacitors for use in electronic equipment - Part 20: Sectional specification - Fixed metallized polyphenylene sulfide film dielectric surface mount DC capacitors,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-20:2023 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-20:2023 RLV
IEC,IEC 60384-21:2024 CMV,"Fixed capacitors for use in electronic equipment - Part 21: Sectional specification - Fixed surface mount multilayer capacitors of ceramic dielectric, Class 1",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-21:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-21:2024 CMV
IEC,IEC 60384-22:2024 CMV,"Fixed capacitors for use in electronic equipment - Part 22: Sectional specification - Fixed surface mount multilayer capacitors of ceramic dielectric, Class 2",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-22:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-22:2024 CMV
IEC,IEC 60384-23:2023 RLV,Fixed capacitors for use in electronic equipment - Part 23: Sectional specification - Fixed metallized polyethylene naphthalate film dielectric surface mount DC capacitors,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-23:2023 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60384-23:2023 RLV
IEC,IEC 60393-3:2023,Potentiometers for use in electronic equipment - Part 3: Sectional specification: Rotary precision potentiometers,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60393-3:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60393-3:2023
IEC,IEC 60393-4:2023,Potentiometers for use in electronic equipment - Part 4: Sectional specification: Single-turn rotary power potentiometers,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60393-4:2023,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60393-4:2023
IEC,IEC 60437:2023 CMV,Radio interference test on high-voltage insulators,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60437:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60437:2023 CMV
IEC,IEC 60475:2022 CMV,Method of sampling insulating liquids,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60475:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60475:2022 CMV
IEC,IEC 60512-23-3:2018 RLV,Connectors for electrical and electronic equipment - Tests and measurements - Part 23-3: Screening and filtering tests - Test 23c: Shielding effectiveness of connectors and accessories - Line injection method,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60512-23-3:2018 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60512-23-3:2018 RLV
IEC,IEC 60567:2023 CMV,Oil-filled electrical equipment - Sampling of free gases and analysis of free and dissolved gases in mineral oils and other insulating liquids - Guidance,Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60567:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60567:2023 CMV
IEC,IEC 60599:2022 CMV,Mineral oil-filled electrical equipment in service - Guidance on the interpretation of dissolved and free gases analysis,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60599:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60599:2022 CMV
IEC,IEC 60601-2-37:2024 RLV,Medical electrical equipment - Part 2-37: Particular requirements for the basic safety and essential performance of ultrasonic medical diagnostic and monitoring equipment,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-37:2024 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60601-2-37:2024 RLV
IEC,IEC 60617:2025 DB,Graphical symbols for diagrams - 12-month subscription to regularly updated online database comprising parts 2 to 13 of IEC 60617,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60617:2025 DB,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60617:2025 DB
IEC,IEC 60695-7-1:2010,Fire hazard testing - Part 7-1: Toxicity of fire effluent - General guidance,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60695-7-1:2010,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60695-7-1:2010
IEC,IEC 60695-10-2:2014,Fire hazard testing - Part 10-2: Abnormal heat - Ball pressure test method,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60695-10-2:2014,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60695-10-2:2014
IEC,IEC 60728-5:2015,"Cable networks for television signals, sound signals and interactive services - Part 5: Headend equipment",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60728-5:2015,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60728-5:2015
IEC,IEC 60743:2013,"Live working - Terminology for tools, devices and equipment",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60743:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60743:2013
IEC,IEC 60747-14-11:2021,"Semiconductor devices - Part 14-11: Semiconductor sensors - Test method of surface acoustic wave-based integrated sensors for measuring ultraviolet, illumination and temperature",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60747-14-11:2021,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60747-14-11:2021
IEC,IEC 60749-26:2025 CMV,Semiconductor devices - Mechanical and climatic test methods - Part 26: Electrostatic discharge (ESD) sensitivity testing - Human body model (HBM),Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60749-26:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60749-26:2025 CMV
IEC,IEC 60793-2-50:2025 CMV,Optical fibres - Part 2-50: Product specifications - Sectional specification for class B single-mode fibres,Edition 7.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60793-2-50:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60793-2-50:2025 CMV
IEC,IEC 60904-2:2023 CMV,Photovoltaic devices - Part 2: Requirements for photovoltaic reference devices,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60904-2:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60904-2:2023 CMV
IEC,IEC 60913:2024 CMV,Railway applications - Fixed installations - Electric traction overhead contact line systems,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 60913:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 60913:2024 CMV
IEC,IEC 61000-4-3:2020,"Electromagnetic compatibility (EMC) - Part 4-3 : Testing and measurement techniques - Radiated, radio-frequency, electromagnetic field immunity test",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61000-4-3:2020,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61000-4-3:2020
IEC,IEC 61000-4-20:2022,Electromagnetic compatibility (EMC) - Part 4-20: Testing and measurement techniques - Emission and immunity testing in transverse electromagnetic (TEM) waveguides,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61000-4-20:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61000-4-20:2022
IEC,IEC 61010-031:2022 CMV,"Safety requirements for electrical equipment for measurement, control, and laboratory use - Part 031: Safety requirements for hand-held and hand-manipulated probe assemblies for electrical test and measurement",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61010-031:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61010-031:2022 CMV
IEC,IEC 61039:2025 CMV,Classification of insulating liquids,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61039:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61039:2025 CMV
IEC,IEC 61097-4:2024 CMV,"Global maritime distress and safety system (GMDSS) - Part 4: Inmarsat-C ship earth station and Inmarsat enhanced group call (EGC) equipment - Operational and performance requirements, methods of testing and required test results",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61097-4:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61097-4:2024 CMV
IEC,IEC 61109:2025 CMV,"Insulators for overhead lines ��� Composite suspension and tension insulators with AC voltage greater than 1 000 V and DC voltage greater than 1 500 V ��� Definitions, test methods and accepta",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61109:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61109:2025 CMV
IEC,IEC 61162-1:2024 CMV,Maritime navigation and radiocommunication equipment and systems - Digital interfaces - Part 1: Single talker and multiple listeners,Edition 6.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-1:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-1:2024 CMV
IEC,IEC 61162-2:2024 CMV,"Maritime navigation and radiocommunication equipment and systems - Digital interfaces - Part 2: Single talker and multiple listeners, high-speed transmission",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-2:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-2:2024 CMV
IEC,IEC 61162-450:2024 CMV,Maritime navigation and radiocommunication equipment and systems - Digital interfaces - Part 450: Multiple talkers and multiple listeners - Ethernet interconnection,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-450:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-450:2024 CMV
IEC,IEC 61162-460:2024 CMV,Maritime navigation and radiocommunication equipment and systems - Digital interfaces - Part 460: Multiple talkers and multiple listeners - Ethernet interconnection - Safety and security,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-460:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61162-460:2024 CMV
IEC,IEC 61300-2-34:2024 CMV,Fibre optic interconnecting devices and passive components - Basic test and measurement procedures - Part 2-34: Tests - Resistance to solvents and contaminating fluids,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61300-2-34:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61300-2-34:2024 CMV
IEC,IEC 61340-4-7:2025 CMV,Electrostatics - Part 4-7: Standard test methods for specific applications - Ionization,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-4-7:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-4-7:2025 CMV
IEC,IEC 61340-4-9:2024 CMV,Electrostatics - Part 4-9: Standard test methods for specific applications - Garments - Resistive characterization,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-4-9:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-4-9:2024 CMV
IEC,IEC 61340-5-1:2024 CMV,Electrostatics - Part 5-1: Protection of electronic devices from electrostatic phenomena - General requirements,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-5-1:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-5-1:2024 CMV
IEC,IEC 61340-5-3:2022 CMV,Electrostatics - Part 5-3: Protection of electronic devices from electrostatic phenomena - Properties and requirements classification for packaging intended for electrostatic discharge sensitive devices,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-5-3:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61340-5-3:2022 CMV
IEC,IEC 61439-3:2024 CMV,Low-voltage switchgear and controlgear assemblies - Part 3: Distribution boards intended to be operated by ordinary persons (DBO),Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61439-3:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61439-3:2024 CMV
IEC,IEC 61496-3:2025 CMV,Safety of machinery - Electro-sensitive protective equipment - Part 3: Particular requirements for active opto-electronic protective devices responsive to diffuse reflection (AOPDDR),Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61496-3:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61496-3:2025 CMV
IEC,IEC 61557-9:2023 CMV,"Electrical safety in low voltage distribution systems up to 1 000 V AC and 1 500 V DC - Equipment for testing, measuring or monitoring of protective measures - Part 9: Equipment for insulation fault location in IT systems",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-9:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-9:2023 CMV
IEC,IEC 61557-10:2024 CMV,"Electrical safety in low voltage distribution systems up to 1 000 V AC and 1 500 V DC - Equipment for testing, measuring or monitoring of protective measures - Part 10: Combined measuring equipment for testing, measuring and monitoring of protective measures",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-10:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61557-10:2024 CMV
IEC,IEC 61689:2022 RLV,"Ultrasonics - Physiotherapy systems - Field specifications and methods of measurement in the frequency range 0,5 MHz to 5 MHz",Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61689:2022 RLV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61689:2022 RLV
IEC,IEC 61857-21:2009,Electrical insulation systems - Procedures for thermal evaluation - Part 21: Specific requirements for general-purpose models - Wire-wound applications,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61857-21:2009,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61857-21:2009
IEC,IEC 61869-10:2017,Instrument transformers - Part 10: Additional requirements for low-power passive current transformers,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61869-10:2017,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61869-10:2017
IEC,IEC 61935-2:2022 CMV,Specification for the testing of balanced and coaxial information technology cabling - Part 2: Cords as specified in ISO/IEC 11801-1 and related standards,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61935-2:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61935-2:2022 CMV
IEC,IEC 61936-1:2021 CMV,"Power installations exceeding 1 kV AC and 1,5 kV DC - Part 1: AC",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61936-1:2021 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61936-1:2021 CMV
IEC,IEC 61987-100:2025,"Industrial-process measurement and control ��� Data structures and elements in process equipment catalogues ��� Part 100: Data base standard for process measurement, control and automati",Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 61987-100:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 61987-100:2025
IEC,IEC 62056-8-3:2013,Electricity metering data exchange - The DLMS/COSEM suite - Part 8-3: Communication profile for PLC S-FSK neighbourhood networks,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62056-8-3:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62056-8-3:2013
IEC,IEC 62059-31-1:2008,Electricity metering equipment - Dependability - Part 31-1: Accelerated reliability testing - Elevated temperature and humidity,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62059-31-1:2008,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62059-31-1:2008
IEC,IEC 62068:2013,Electrical insulating materials and systems - General method of evaluation of electrical endurance under repetitive voltage impulses,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62068:2013,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62068:2013
IEC,IEC 62196-1:2025 CMV,"Plugs, socket-outlets, vehicle connectors and vehicle inlets - Conductive charging of electric vehicles - Part 1: General requirements",Edition 5.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62196-1:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62196-1:2025 CMV
IEC,IEC 62217:2025 CMV,"Polymeric HV insulators for indoor and outdoor use - General definitions, test methods and acceptance criteria",Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62217:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62217:2025 CMV
IEC,IEC 62271-214:2024 CMV,High-voltage switchgear and controlgear - Part 214: Internal arc classification for AC metal-enclosed pole-mounted switchgear and controlgear for rated voltages above 1 kV and up to and including 52 kV,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62271-214:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62271-214:2024 CMV
IEC,IEC 62341-6-1:2025 CMV,Organic light emitting diode (OLED) displays - Part 6-1: Measuring methods of optical and electro-optical parameters,Edition 4.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62341-6-1:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62341-6-1:2025 CMV
IEC,IEC 62386-101:2022 CMV,Digital addressable lighting interface - Part 101: General requirements - System components,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-101:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-101:2022 CMV
IEC,IEC 62386-102:2022 CMV,Digital addressable lighting interface - Part 102: General requirements - Control gear,Edition 3.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-102:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-102:2022 CMV
IEC,IEC 62386-103:2022 CMV,Digital addressable lighting interface - Part 103: General requirements - Control devices,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-103:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62386-103:2022 CMV
IEC,IEC 62425:2025 CMV,"Railway applications - Communication, signalling and processing systems - Safety related electronic systems for signalling",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62425:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62425:2025 CMV
IEC,IEC 62506:2023 CMV,Methods for product accelerated testing,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62506:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62506:2023 CMV
IEC,IEC 62631-3-2:2023 CMV,Dielectric and resistive properties of solid insulating materials - Part 3-2: Determination of resistive properties (DC methods) - Surface resistance and surface resistivity,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62631-3-2:2023 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62631-3-2:2023 CMV
IEC,IEC 62759-1:2022 CMV,Photovoltaic (PV) modules - Transportation testing - Part 1: Transportation and shipping of module package units,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62759-1:2022 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62759-1:2022 CMV
IEC,IEC 62765-2:2019,Nuclear power plants - Instrumentation and control important to safety - Management of ageing of sensors and transmitters - Part 2: Temperature sensors,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62765-2:2019,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62765-2:2019
IEC,IEC 62770:2024 CMV,Fluids for electrotechnical applications - Unused natural esters for transformers and similar electrical equipment,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62770:2024 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62770:2024 CMV
IEC,IEC 62840-2:2025 CMV,Electric vehicle battery swap system - Part 2: Safety requirements,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62840-2:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62840-2:2025 CMV
IEC,IEC 62933-5-2:2025 CMV,Electrical energy storage (EES) systems - Part 5-2: Safety requirements for grid-integrated EES systems - Electrochemical-based systems,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62933-5-2:2025 CMV,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62933-5-2:2025 CMV
IEC,IEC 63006:2019,Wireless power transfer (WPT) - Glossary of terms,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63006:2019,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63006:2019
IEC,IEC 63402-1:2025,Energy Efficiency - Customer Energy Management Systems -- Part 1: General Requirements and Architecture,Edition 1.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 63402-1:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 63402-1:2025
IEC,IEC 80000-6:2022,Quantities and units - Part 6: Electromagnetism,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 80000-6:2022,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 80000-6:2022
IEC,IEC 80000-13:2025,Quantities and units - Part 13: Information science and technology,Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 80000-13:2025,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 80000-13:2025
IEC,IEC 62645:2019,"Nuclear power plants - Instrumentation, control and electrical power systems - Cybersecurity requirements",Edition 2.0,https://webstore.iec.ch/en/iec-search/result?q=IEC 62645:2019,,,https://webstore.iec.ch/en/iec-search/result?q=IEC 62645:2019
