ASD Acronym,Designation,Title of Standard,Project Action,Date SA PINS,Date SA BSR8,Date Final Action,PR status,CON_id::Email,__pk_PSA_id
AAMI,ANSI/AAMI EQ89-2015 (R2023),Guidance for the use of medical equipment maintenance strategies and procedures,(reaffirmation of ANSI/AAMI EQ89-2015),,09/24/2021,03/02/2023,Approved,cmaguwah@aami.org,187572
AAMI,ANSI/AAMI EQ93-2019,Medical equipment management - Vocabulary used in medical equipment programs,(new standard),04/29/2016,07/20/2018,04/18/2019,Approved,MWilliams@aami.org,170907
AAMI,ANSI/AAMI ES60601-1-2005 C1-2009 and A2 (R2012),Medical electrical equipment - Part 1: General requirements for basic safety and essential performance,(reaffirm a national adoption ANSI/AAMI ES60601-1-2005),,10/14/2011,01/17/2012,Approved,LBulookbashi@aami.org,158029
AAMI,"ANSI/AAMI ES60601-1-2005, A1-2012",Medical electrical equipment - Part 1: General requirements for basic safety and essential performance Amendment 1,(supplement to ANSI/AAMI ES60601-1-2005),,04/22/2011,08/21/2012,Approved,LBulookbashi@aami.org,155576
AAMI,ANSI/AAMI ES60601-1-2005/A2-2021,"Medical electrical equipment - Part 1: General  requirements for basic safety and essential performance, Amendment 2",(addenda to ANSI/AAMI ES60601-1-2005 C1-2009 and A2 (R2012)),09/11/2020,12/18/2020,02/01/2022,Approved,standards@aami.org,184397
AAMI,ANSI/AAMI HA60601-1-11-2015,Medical electrical equipment - Part 1-11: General requirements for basic safety and essential performance - Collateral Standard: Requirements for medical electrical equipment and medical electrical systems used in the home healthcare environment,(national adoption of IEC 60601-1-11:2015 with modifications and revision of ANSI/AAMI HA60601-1-11-2011),11/08/2013,03/27/2015,08/25/2015,Approved,LBulookbashi@aami.org,164245
AAMI,ANSI/AAMI HA60601-1-11-2015/A1-2021,"Medical electrical equipment - Part 1-11: General  requirements for basic safety and essential performance – Collateral standard: Requirements for medical electrical equipment and medical electrical systems used in the home healthcare, Amendment 1",(addenda to ANSI/AAMI HA60601-1-11-2015),09/11/2020,12/18/2020,02/18/2022,Approved,standards@aami.org,174587
AAMI,ANSI/AAMI HE75-2009 (R2018),Human factors engineering - Design of medical devices,(reaffirmation of ANSI/AAMI HE75-2009 (R2013)),,04/27/2018,08/10/2018,Approved,LBulookbashi@aami.org,174496
AAMI,ANSI/AAMI HIT1000-1-2022,Health IT Software and Systems – Part 1: Fundamental concepts and principles,(new standard),07/28/2017,09/25/2020,03/01/2022,Approved,jallen@aami.org,174579
AAMI,ANSI/AAMI MP80601-2-49-2020,Medical electrical equipment - Part 2-49: Particular requirements for the basic safety and essential performance of multifunction patient monitors,(national adoption with modifications of IEC 80601-2-49:2018),09/20/2019,11/08/2019,03/26/2020,Approved,LBulookbashi@aami.org,181668
AAMI,ANSI/AAMI NS4-2013 (R2017),Transcutaneous electrical nerve stimulators,(reaffirmation of ANSI/AAMI NS4-2013),,07/28/2017,11/08/2017,Approved,LBulookbashi@aami.org,174589
AAMI,ANSI/AAMI PB70-2022,Liquid barrier performance and classification of protective apparel and drapes intended for use in health care facilities,(new standard),01/04/2019,08/27/2021,12/05/2022,Approved,drobertson@aami.org,179264
AAMI,ANSI/AAMI PC76-2021,Active implantable medical devices – Requirements and test protocols for safety of patients with pacemakers and ICDs exposed to magnetic resonance imaging,(new standard),04/15/2011,12/04/2020,04/06/2021,Approved,LBulookbashi@aami.org,155481
AAMI,ANSI/AAMI RD47-2020,Reprocessing of hemodialyzers,(revision of ANSI/AAMI RD47-2008 (R2013)),07/26/2019,10/04/2019,01/16/2020,Approved,MWilliams@aami.org,181009
AAMI,ANSI/AAMI ST108-2023,Water for the processing of medical devices,(new standard),11/22/2019,02/03/2023,07/27/2023,Approved,tkim@aami.org,182083
AAMI,ANSI/AAMI ST15883-1-2009 (R2014),"Washer-disinfectors, Part 1: General requirements, terms and definitions and tests",(reaffirm a national adoption ANSI/AAMI ST15883-1-2009),,01/31/2014,09/26/2014,Approved,LBulookbashi@aami.org,164857
AAMI,ANSI/AAMI ST15883-1-2009 (R2023),"Washer-disinfectors, Part 1: General requirements, terms and definitions and tests","(reaffirm a national adoption ANSI/AAMI ST15883-1-2009 (R2014), ANSI/AAMI ST15883-1-2009/A1-2014, ANSI/AAMI ST15883-1-2009/A2-2012)",,03/26/2021,04/03/2023,Approved,MWilliams@aami.org,185942
AAMI,ANSI/AAMI ST15883-1-2009/A2-2012,"Washer-disinfectors - Part 1: General requirements, terms and definitions and tests, Amendment 2",(supplement to ANSI/AAMI ST15883-1-2009),10/28/2011,12/23/2011,08/23/2012,Approved,LBulookbashi@aami.org,158093
AAMI,ANSI/AAMI ST15883-2-2013 (ISO 15883-2-2006 MOD)-2013 (R2023),"Washer-disinfectors, Part 2: Requirements and Tests for Washer-Disinfectors Employing Thermal Disinfection for Surgical Instruments, Anaesthetic Equipment, Bowls, Dishes, Receivers, Utensils, Glassware, etc.",(reaffirm a national adoption ANSI/AAMI ST15883-2-2013 (ISO 15883-2-2006 MOD)-2013 (R2015)),,05/14/2021,04/03/2023,Approved,MWilliams@aami.org,185935
AAMI,ANSI/AAMI ST15883-3-2012 (ISO 15883-3-2006) MOD-2012 (R2023),"Washer-disinfectors, Part 3: Requirements and tests for washer-disinfectors employing thermal disinfection for human waste containers",(reaffirm a national adoption ANSI/AAMI ST15883-3-2012 (ISO 15883-3-2006) MOD-2012 (R2015)),,03/26/2021,04/03/2023,Approved,MWilliams@aami.org,185941
AAMI,ANSI/AAMI ST24-2024,General-purpose ethylene oxide sterilizers with automated process control and ethylene oxide sterilant sources intended for use in health care facilities,(revision of ANSI/AAMI ST24-1999 (R2018)),02/22/2019,11/24/2023,05/08/2024,Approved,tkim@aami.org,179564
AAMI,ANSI/AAMI ST40-2004 (R2018),Table-top dry heat (heated air) sterilization and sterility assurance in health care facilities,(reaffirmation of ANSI/AAMI ST40-2004 (R2010)),,11/18/2016,01/12/2018,Approved,MWilliams@aami.org,172553
AAMI,ANSI/AAMI ST41-2008 (R2018),Ethylene oxide sterilization in health care facilities: Safety and effectiveness,(reaffirmation of ANSI/AAMI ST41-2008 (R2012)),,09/08/2017,01/16/2018,Approved,MWilliams@aami.org,175046
AAMI,ANSI/AAMI ST50-2004 (R2018),Dry heat (heated air) sterilizers,(reaffirmation of ANSI/AAMI ST50-2004 (R2010)),,11/18/2016,01/12/2018,Approved,MWilliams@aami.org,172554
AAMI,ANSI/AAMI ST55-2016 (R2023),Table-top steam sterilizers,(reaffirmation of ANSI/AAMI ST55-2016),,06/04/2021,04/03/2023,Approved,MWilliams@aami.org,186466
AAMI,ANSI/AAMI ST58-2013 (R2018),Chemical sterilization and high-level disinfection in health care facilities,(reaffirmation of ANSI/AAMI ST58-2013),,01/26/2018,09/06/2018,Approved,MWilliams@aami.org,176270
AAMI,ANSI/AAMI ST65-2008 (R2018),Processing of reusable surgical textiles for use in health care facilities,(reaffirmation of ANSI/AAMI ST65-2008 (R2013)),,01/26/2018,09/06/2018,Approved,MWilliams@aami.org,176269
AAMI,ANSI/AAMI ST67-2019,Sterilization of health care products - Requirements and guidance for selecting a sterility assurance level (SAL) for products labeled sterile,(revision of ANSI/AAMI ST67-2011 (R2017)),11/18/2016,08/31/2018,07/29/2019,Approved,MWilliams@aami.org,172603
AAMI,ANSI/AAMI ST72-2019,"Bacterial endotoxin -Test methods, routine monitoring and alternatives to batch testing",(revision of ANSI/AAMI ST72-2011 (R2016)),06/24/2016,04/26/2019,11/19/2019,Approved,LBulookbashi@aami.org,171344
AAMI,ANSI/AAMI ST77-2013 (R2018),Containment devices for reusable medical device sterilization,(reaffirmation of ANSI/AAMI ST77-2013),,01/26/2018,09/06/2018,Approved,MWilliams@aami.org,176268
AAMI,ANSI/AAMI ST79-2017 (R2022),"Comprehensive guide to steam sterilization and sterility assurance in health care facilities & Amendment 1, Amendment 2, Amendment 3, Amendment 4","(reaffirmation of ANSI/AAMI ST79-2017, ANSI/AAMI ST79-2017/A.1-2020, ANSI/AAMI ST79-2017/A.2-2020, ANSI/AAMI ST79-2017/A.3-2020, ANSI/AAMI ST79-2017/A.4-2020)",,08/12/2022,01/03/2023,Approved,MWilliams@aami.org,190064
AAMI,ANSI/AAMI ST79-2017/A.1-2020,Comprehensive guide to steam sterilization and sterility assurance in health care facilities - Amendment 1,(addenda to BSR/AAMI ST79-2017/A.1-201x),02/22/2019,10/18/2019,10/26/2020,Approved,MWilliams@aami.org,179540
AAMI,ANSI/AAMI ST79-2017/A.2-2020,Comprehensive guide to steam sterilization and sterility assurance in health care facilities - Amendment 2,(addenda to BSR/AAMI ST79-2017/A.2-201x),02/22/2019,10/18/2019,10/26/2020,Approved,MWilliams@aami.org,179541
AAMI,ANSI/AAMI ST79-2017/A.3-2020,Comprehensive guide to steam sterilization and sterility assurance in health care facilities - Amendment 3,(addenda to ANSI/AAMI ST79-2017),02/22/2019,02/21/2020,12/18/2020,Approved,MWilliams@aami.org,179542
AAMI,ANSI/AAMI ST79-2017/A.4-2020,Comprehensive guide to steam sterilization and sterility assurance in health care facilities - Amendment 4,(addenda to ANSI/AAMI ST79-2017),02/22/2019,02/21/2020,10/26/2020,Approved,MWilliams@aami.org,179543
AAMI,ANSI/AAMI ST8-2013 (R2018),Hospital steam sterilizers,(reaffirmation of ANSI/AAMI ST8-2013),,03/30/2018,08/17/2018,Approved,MWilliams@aami.org,172961
AAMI,ANSI/AAMI ST90-2017 (R2024),Processing of Health Care Products - Quality Management Systems for Processing in Health Care Facilities,(reaffirmation of ANSI/AAMI ST90-2017),,10/28/2022,04/16/2024,Approved,tkim@aami.org,190594
AAMI,ANSI/AAMI ST91-2021,Flexible and semi-rigid endoscope processing in healthcare facilities,(revision of ANSI/AAMI ST91-2015),11/18/2016,06/11/2021,12/21/2021,Approved,MWilliams@aami.org,172593
AAMI,ANSI/AAMI ST98-2022,Cleaning validation of health care products - Requirements for development and validation of a cleaning process for medical devices,(new standard),04/20/2018,05/28/2021,06/17/2022,Approved,MWilliams@aami.org,177108
AAMI,ANSI/AAMI SW91-2018,Classification of Defects in Health Software,(new standard),08/17/2012,03/30/2018,10/22/2018,Approved,LBulookbashi@aami.org,160516
AAMI,ANSI/AAMI SW96-2023,Standard for medical device security - Security risk management for device manufacturers,(new standard),03/17/2017,07/29/2022,01/13/2023,Approved,OMunteanu@aami.org,173368
AAMI,ANSI/AAMI/IEC 60601-1-12-2016,Medical electrical equipment -Part 1-12:  General requirements for basic safety and essential performance  -  Collateral Standard: Requirements for medical electrical equipment and medical electrical systems intended for use in the emergency medical services environment,(identical national adoption of IEC 60601-1-12:2014),01/15/2016,03/11/2016,10/06/2016,Approved,LBulookbashi@aami.org,170168
AAMI,ANSI/AAMI/IEC 60601-1-12-2016/A1-2021,"Medical electrical equipment - Part 1-12: General requirements for basic safety and essential performance – Collateral standard: Requirements for ME equipment and ME systems used in the emergency medical services environment, Amendment 1",(addenda to ANSI/AAMI/IEC 60601-1-12-2016),09/11/2020,12/18/2020,02/01/2022,Approved,standards@aami.org,184394
AAMI,ANSI/AAMI/IEC 60601-1-2-2014/A1-2021,"Medical electrical equipment - Part 1-2: General  requirements for basic safety and essential performance – Collateral standard: Electromagnetic disturbances – Requirements and tests, Amendment 1",(addenda to ANSI/AAM/IEC 60601-1-2-2014),09/11/2020,12/18/2020,02/01/2022,Approved,standards@aami.org,184396
AAMI,ANSI/AAMI/IEC 60601-1-8-2008/A2-2021,"Medical electrical equipment - Part 1-8: General  requirements for basic safety and essential performance – Collateral standard: General requirements, tests and guidance for alarm systems in medical electrical equipment, Amendment 2",(addenda to ANSI/AAMI/IEC 60601-1-8-2013),09/11/2020,12/18/2020,02/01/2022,Approved,standards@aami.org,184395
AAMI,ANSI/AAMI/IEC 60601-1-8-2013,"Medical electrical equipment - Part 1-8: General requirements for basic safety and essential performance - Collateral Standard: General requirements, tests and guidance for alarm systems in medical electrical equipment and medical electrical systems",(identical national adoption of IEC 60601-1-08:2006 and IEC 60601-1-08:2006/A1:2012),03/01/2013,04/19/2013,10/21/2013,Approved,LBulookbashi@aami.org,162148
AAMI,ANSI/AAMI/IEC 60601-2-16-2018,"Medical electrical equipment - Part 2-16: Particular requirements for basic safety and essential performance of haemodialysis, haemodiafiltration and haemofiltration equipment",(identical national adoption of IEC 60601-2-16-2018 and revision of ANSI/AAMI/IEC 60601-2-16:2012),12/23/2016,04/10/2020,07/23/2020,Approved,MWilliams@aami.org,172857
AAMI,"ANSI/AAMI/IEC 60601-2-16, Ed. 4-2012","Medical electrical equipment - Part 2-16: Particular requirements for basic safety and essential performance of haemodialysis, haemodiafiltration and haemofiltration equipment","(identical national adoption of IEC 60601-2-16, Edition 4.0 (2012-03-08))",03/11/2011,02/18/2011,09/05/2012,Approved,MWilliams@aami.org,154913
AAMI,ANSI/AAMI/IEC 60601-2-19-2009 (R2014),Medical electrical equipment - Part 2-19: Particular requirements for the basic safety and essential performance of infant incubators,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-19-2009),,04/18/2014,12/16/2014,Approved,standards@aami.org,165469
AAMI,ANSI/AAMI/IEC 60601-2-19/A1-2016,"Medical electrical equipment - Part 2-19: Particular requirements for the basic safety and essential performance of infant incubators, Amendment 1",(supplement to ANSI/AAMI/IEC 60601-2-19-2009 (R2014)),08/28/2015,09/23/2016,11/10/2016,Approved,standards@aami.org,168293
AAMI,ANSI/AAMI/IEC 60601-2-2-2017,Medical electrical equipment - Part 2-2: Particular requirements for the basic safety and essential performance of high frequency surgical equipment and high frequency surgical accessories,(identical national adoption of IEC 60601-2-2 and revision of ANSI/AAMI/IEC 60601-2-2-2009 (R2014)),02/12/2016,03/18/2016,06/30/2017,Approved,standards@aami.org,170401
AAMI,ANSI/AAMI/IEC 60601-2-20-2009 (R2014),Medical electrical equipment - Part 2-20: Particular requirements for the basic safety and essential performance of infant transport incubators,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-20-2009),,04/18/2014,12/10/2014,Approved,standards@aami.org,165470
AAMI,ANSI/AAMI/IEC 60601-2-20/A1-2016,"Medical electrical equipment - Part 2-20: Particular requirements for the basic safety and essential performance of transport infant incubators, Amendment 1",(supplement to ANSI/AAMI/IEC 60601-2-20-2009 (R2014)),08/28/2015,09/23/2016,11/10/2016,Approved,standards@aami.org,168294
AAMI,ANSI/AAMI/IEC 60601-2-21-2009 (R2014),Medical electrical equipment - Part 2-21: Particular requirements for the basic safety and essential performance of infant radiant warmers,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-21-2009),,04/18/2014,12/10/2014,Approved,standards@aami.org,165471
AAMI,ANSI/AAMI/IEC 60601-2-21/A1-2016,"Medical electrical equipment - Part 2-21: Particular requirements for the basic safety and essential performance of infant radiant warmers, Amendment 1",(supplement to ANSI/AAMI/IEC 60601-2-21-2009 (R2014)),08/28/2015,09/23/2016,11/10/2016,Approved,standards@aami.org,168295
AAMI,ANSI/AAMI/IEC 60601-2-25-2011 (R2016),Medical electrical equipment - Part 2-25: Particular requirements for the basic safety and essential performance of electrocardiographs,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-25-2012),,11/11/2016,01/06/2017,Approved,standards@aami.org,172537
AAMI,ANSI/AAMI/IEC 60601-2-27-2011 (R2016),Medical electrical equipment - Part 2-27: Particular requirements for the basic safety and essential performance of electrocardiographic monitoring equipment,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-27-2011),,11/11/2016,01/06/2017,Approved,standards@aami.org,172536
AAMI,ANSI/AAMI/IEC 60601-2-39-2018,Medical electrical equipment - Part 2-39: Particular requirements for basic safety and essential performance of peritoneal dialysis equipment,(identical national adoption of IEC 60601-2-39:2018),12/23/2016,04/10/2020,07/23/2020,Approved,MWilliams@aami.org,172858
AAMI,ANSI/AAMI/IEC 60601-2-4-2010 (R2015),Medical electrical equipment - Part 2-4: Particular requirements for the basic safety and essential performance of cardiac defibrillators,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-4-2010),,09/04/2015,12/30/2015,Approved,standards@aami.org,169303
AAMI,ANSI/AAMI/IEC 60601-2-4/A1-2018,Medical electrical equipment - Part 2-4: Particular requirements for the basic safety and essential performance of cardiac defibrillators Amendment 1,(addenda to ANSI/AAMI/IEC 60601-2-4-2010 (R2015)),07/01/2016,08/12/2016,01/11/2019,Approved,standards@aami.org,171374
AAMI,ANSI/AAMI/IEC 60601-2-47-2012 (R2016),Medical electrical equipment – Part 2-47: Particular requirements for the basic safety and essential performance of ambulatory electrocardiographic systems.,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-47-2012),,11/11/2016,01/06/2017,Approved,standards@aami.org,172534
AAMI,ANSI/AAMI/IEC 60601-2-50-2009 (R2014),Medical electrical equipment - Part 2-50: Particular requirements for the basic safety and essential performance of infant phototherapy equipment,(reaffirm a national adoption ANSI/AAMI/IEC 60601-2-50-2009),,04/18/2014,12/16/2014,Approved,standards@aami.org,165472
AAMI,ANSI/AAMI/IEC 60601-2-50/A1-2016,"Medical electrical equipment - Part 2-50: Particular requirements for the basic safety and essential performance of infant phototherapy equipment, Amendment 1",(supplement to ANSI/AAMI/IEC 60601-2-50-2009 (R2014)),08/28/2015,09/23/2016,11/10/2016,Approved,standards@aami.org,168296
